102	132	89	181	147	289	258	276	312
102	289	89	181	147	129	258	276	312
102	303	89	181	147	230	258	276	126
102	303	145	237	91	174	258	276	126
102	312	214	147	91	174	258	276	208
110	141	250	150	177	270	97	284	306
110	141	250	150	177	270	97	306	284
110	250	177	145	204	226	97	306	347
110	250	177	145	204	301	97	312	347
110	251	217	89	147	290	260	306	109
110	253	266	89	228	149	298	141	109
110	253	266	89	228	218	298	139	109
110	297	250	60	177	270	97	284	239
122	112	89	260	147	129	284	248	312
130	117	150	274	252	173	97	306	137
130	279	150	113	91	174	258	306	137
130	312	117	147	91	174	258	276	123
134	126	250	99	202	270	150	86	377
134	274	250	10	107	178	150	126	377
142	92	50	250	281	290	99	306	271
142	117	166	385	252	130	282	210	18
142	117	166	385	252	205	282	216	18
142	117	213	274	252	173	97	306	223
142	121	166	274	252	193	134	306	18
142	130	89	181	113	290	258	306	279
142	251	50	89	122	290	260	306	109
142	274	50	110	252	173	97	220	371
142	279	213	113	91	174	258	306	223
142	282	89	118	178	109	258	306	141
142	288	89	181	113	197	258	306	141
142	288	113	190	91	174	258	306	141
142	291	89	181	113	130	258	306	279
169	139	309	329	115	281	150	106	347
169	204	250	274	147	178	214	121	312
169	204	250	274	300	178	231	121	157
169	204	250	274	300	178	232	121	142
169	251	142	113	260	213	150	205	377
169	251	142	113	260	282	150	203	377
169	251	149	199	290	297	260	121	157
169	251	217	120	147	290	260	306	192
169	251	282	112	260	302	232	142	126
169	251	289	199	147	230	260	121	371
169	253	50	371	122	149	102	312	353
169	253	113	262	228	149	298	141	198
169	253	113	262	228	218	298	139	198
169	253	118	145	204	226	274	306	110
169	253	118	145	204	301	274	312	110
169	253	149	115	218	277	298	264	157
169	253	149	210	268	189	292	121	157
169	253	149	262	290	297	272	121	157
169	253	149	300	194	118	274	126	157
169	253	149	300	194	201	274	121	157
169	253	150	113	204	194	274	306	142
169	253	150	206	113	197	274	306	142
169	253	197	298	147	230	274	121	204
169	253	201	145	113	226	274	306	281
169	253	201	145	113	301	274	312	281
169	253	217	115	147	277	298	264	299
169	253	266	113	147	194	214	288	312
169	253	266	113	300	194	231	288	157
169	253	266	113	300	194	232	288	142
169	253	266	113	300	290	281	58	157
169	253	266	120	228	149	298	141	192
169	253	266	120	228	218	298	139	192
169	253	266	301	147	129	199	198	312
169	253	289	144	268	189	150	121	371
169	253	289	262	147	230	272	121	371
169	253	301	266	113	130	232	287	311
169	277	250	115	147	178	214	288	312
169	277	250	115	300	178	231	288	157
169	277	250	115	300	178	232	288	142
169	288	149	300	188	178	258	121	157
169	294	50	329	100	149	125	312	347
169	294	274	246	147	129	192	189	312
169	306	250	147	202	178	282	121	217
170	92	125	353	99	218	150	58	377
170	92	142	353	99	201	150	44	377
170	92	274	304	99	294	207	58	157
170	92	277	363	147	126	296	105	312
170	95	105	274	147	193	214	126	312
170	95	105	274	300	193	231	126	157
170	95	105	274	300	193	232	126	142
170	95	142	26	273	282	150	44	377
170	95	149	115	218	277	298	102	157
170	95	149	300	193	202	113	282	157
170	95	149	300	193	277	113	288	157
170	95	150	208	274	198	113	306	142
170	95	150	274	203	193	113	306	142
170	95	150	291	274	198	113	306	137
170	95	197	385	147	218	113	203	361
170	95	202	145	274	226	113	306	122
170	95	202	145	274	301	113	312	122
170	95	217	115	147	277	298	102	299
170	95	277	232	145	297	113	284	122
170	95	278	145	203	226	113	306	272
170	95	278	145	203	301	113	312	272
170	95	278	298	147	230	113	209	272
170	95	290	277	115	105	232	141	229
170	95	309	60	107	190	150	215	361
170	119	89	276	147	177	214	126	312
170	119	89	276	300	177	231	126	157
170	119	89	276	300	177	232	126	142
170	119	89	385	147	177	58	291	355
170	126	149	300	187	177	97	282	157
170	139	309	88	282	206	150	182	28
170	177	50	301	276	149	97	312	117
170	185	274	88	298	130	150	224	34
170	203	89	113	147	177	214	282	312
170	203	89	113	300	177	231	282	157
170	203	89	113	300	177	232	282	142
