34	12	193	268	213	237	189	304
34	12	293	204	194	214	361	179
34	290	178	82	202	214	120	258
34	290	178	82	253	214	120	264
78	290	270	140	102	186	120	258
94	75	294	212	126	266	237	140
130	212	294	139	102	266	237	67
134	250	270	290	102	157	232	67
182	12	157	89	257	272	237	355
182	12	270	202	102	237	361	86
186	12	270	76	102	157	237	355
186	123	270	75	102	157	237	355
190	323	118	290	150	250	81	167
202	75	294	84	126	260	237	167
202	237	82	292	126	260	75	167
214	12	89	266	138	237	189	304
214	36	249	290	238	266	82	67
242	123	270	290	102	124	213	81
266	82	294	257	126	75	237	167
266	237	197	91	81	148	120	298
266	238	118	290	150	248	81	167
266	253	137	290	102	154	232	67
266	290	118	180	150	190	81	167
266	290	178	81	150	190	120	167
266	294	154	91	126	248	295	20
266	296	82	257	126	237	75	167
270	12	89	297	306	295	98	132
270	123	198	290	102	250	235	81
270	123	242	290	102	256	235	81
270	123	293	196	102	124	361	81
270	123	294	243	102	256	237	81
270	198	118	290	102	250	199	81
270	200	118	290	102	126	244	81
270	295	118	75	102	141	142	355
270	295	118	75	102	142	141	355
270	295	118	196	102	128	151	355
286	75	118	305	93	146	260	158
286	89	118	268	78	311	223	256
286	197	118	91	206	369	272	20
286	272	118	194	90	369	81	203
290	81	178	260	198	272	120	101
290	81	178	268	213	248	120	101
290	88	118	268	78	291	109	257
290	124	266	83	201	291	18	167
290	134	118	268	213	291	81	101
290	137	178	268	213	83	120	205
290	137	178	268	258	83	120	203
290	141	118	268	213	291	75	101
290	195	178	268	258	89	120	153
290	211	118	180	90	266	81	204
290	211	178	81	90	266	120	204
290	211	178	258	265	89	120	139
290	212	118	180	90	266	81	203
290	212	178	81	90	266	120	203
290	261	118	180	90	272	81	206
290	261	178	81	90	272	120	206
290	261	178	211	270	89	120	139
290	262	118	180	90	272	81	205
290	262	178	81	90	272	120	205
290	313	178	91	81	214	120	140
290	313	178	91	150	214	120	143
290	323	118	180	150	205	81	167
290	323	178	81	150	205	120	167
294	12	89	268	258	295	98	132
